idx,random_idx0,random_idx1,random_idx2,random_idx3,random_idx4,random_idx5,random_idx6,random_idx7,random_idx8,random_idx9
2001,19,1926,1880,2053,1706,833,2054,1504,1951,7
2002,1524,574,216,697,784,1918,14,462,131,1813
2003,1580,823,2001,2107,207,1741,1315,183,1209,456
2004,1569,1708,11,164,1620,459,730,1130,503,1268
2005,449,1987,1221,1821,622,42,367,608,504,1141
2006,660,2105,350,2089,332,761,2047,382,2073,914
2007,871,1019,6,1603,60,2100,2064,419,2070,351
2008,1930,518,1152,1152,84,1475,1138,1105,1211,1411
2009,1181,687,435,1885,687,609,588,1345,1939,1076
2010,627,1640,1498,508,1720,1051,1056,1463,1848,1228
2011,261,838,1598,1020,2082,446,592,969,27,665
2012,2063,1132,584,1008,1544,1637,618,402,985,1746
2013,1440,642,1706,328,1402,232,282,1882,1176,1299
2014,1190,1490,1620,327,1404,706,1999,68,1758,38
2015,974,12,948,1855,329,360,644,601,1185,1244
2016,1610,1668,1662,604,2019,539,1654,1330,557,1025
2017,1823,1758,420,1017,1285,827,1754,849,1233,753
2018,775,1408,123,1668,2126,1269,459,61,1399,685
2019,317,1059,1458,95,421,2079,1326,2137,318,1983
2020,852,1675,556,631,1822,1867,1589,531,1271,68
2021,469,1123,1379,529,1260,741,1362,1073,1025,933
2022,881,82,1340,2087,807,2032,205,1984,1594,1773
2023,1648,1734,869,470,1392,2045,18,1921,1705,1212
2024,1360,1792,321,1172,1970,773,1841,854,658,232
2025,193,444,1423,886,1746,1277,52,628,376,1512
2026,1341,542,1121,1972,553,2136,913,1918,264,2064
2027,1194,1337,62,502,1482,485,1069,373,529,297
2028,263,196,1405,1208,465,229,1690,1490,1132,551
2029,330,1603,2136,343,1039,138,1460,622,2051,900
2030,672,1425,265,1492,1112,46,1583,164,1236,1796
2031,1680,648,621,1646,94,396,764,1498,794,889
2032,1599,855,2126,2134,108,835,664,1959,1283,590
2033,1939,1194,1214,1491,1655,1866,559,118,1072,1879
2034,1246,794,870,1402,127,434,1223,1298,370,1230
2035,1451,1099,368,997,1175,1355,533,260,409,2127
2036,1114,1422,1954,1513,1905,1550,2078,38,1052,964
2037,1346,1451,1070,1680,1115,268,396,1144,1264,77
2038,2009,277,122,558,1691,120,908,1880,1520,190
2039,1126,1956,1583,324,1488,855,1097,640,153,24
2040,1119,1744,355,70,875,1862,988,2011,1414,1659
2041,891,1211,1711,1477,768,1702,638,2033,384,559
2042,1174,1834,1067,2126,938,83,1699,384,1946,1457
2043,1528,1005,1228,908,937,53,302,180,1066,1619
2044,463,1351,1621,1688,888,2039,73,1601,1041,440
2045,2128,2044,1186,909,1951,907,1927,1064,799,846
2046,1004,1692,1701,1294,1608,460,742,1069,783,1146
2047,93,633,1164,768,1393,1733,394,964,790,1280
2048,39,1648,269,2124,1077,44,1663,1767,647,1438
2049,1138,1457,1028,1002,1751,1340,628,1588,1448,818
2050,574,1125,300,82,2060,1117,1461,1229,213,2049
2051,1161,1333,1487,1518,1566,339,1293,818,2114,1557
2052,1296,1609,649,1317,1182,1185,636,1830,1620,1469
2053,939,478,1447,1643,730,1875,1197,1237,724,317
2054,1685,1722,1082,124,1741,2081,425,1327,212,1302
2055,1040,747,454,933,1682,745,2003,1629,1201,1386
2056,934,896,922,725,1584,17,1190,1398,1817,1198
2057,276,530,1212,1111,112,1526,297,1907,165,272
2058,577,1798,824,1835,447,256,76,1860,359,136
2059,2019,1741,1622,42,1267,1990,1105,198,2013,2094
2060,2119,1145,611,1822,1099,47,1032,1731,825,892
2061,150,1209,1587,2005,1179,594,1586,1022,1775,684
2062,333,2133,712,1731,393,1961,41,1179,284,455
2063,1847,721,899,35,770,1252,1386,1152,256,824
2064,262,1823,2016,657,756,813,1343,658,1825,46
2065,1519,1219,1945,1233,867,1895,1547,1236,2056,861
2066,1623,1067,1179,1784,696,1030,937,2098,1237,1760
2067,1275,1865,1430,2051,21,1091,152,2095,2084,242
2068,699,1514,1690,1237,1562,819,1797,1399,2022,1759
2069,260,375,1935,801,193,1794,387,723,216,1472
2070,1366,1707,1123,390,276,1983,1913,1712,1220,1213
2071,1850,1802,1353,1223,102,1158,475,607,440,1123
2072,259,1385,1384,1021,1666,686,1564,2080,1042,299
2073,1734,1904,1230,91,1212,795,920,846,1926,160
2074,2030,362,1698,694,217,1354,846,1519,1416,655
2075,1025,797,333,1361,1661,945,1988,309,1155,597
2076,617,955,919,1228,1711,1759,1309,1474,1227,132
2077,1749,760,644,353,1367,875,114,1369,684,2034
2078,1974,1025,1118,1406,256,981,1669,1604,2018,1652
2079,615,420,1609,1253,1428,880,31,725,689,1801
2080,2005,1352,1349,1743,241,449,116,2027,1879,16
2081,1750,2122,7,1805,920,971,1220,1779,610,474
2082,973,818,474,1481,1106,1368,1701,252,1471,1968
2083,2081,1698,1492,2094,1452,8,109,709,1258,175
2084,2083,1768,279,2102,489,2123,1361,247,1975,2100
2085,1527,1495,821,1696,1476,1695,897,901,1828,1459
2086,608,210,1237,1615,484,1541,1512,439,1330,1934
2087,482,1045,1057,1960,1710,952,289,1701,746,1524
2088,1159,1654,1248,1690,404,1033,531,92,23,1437
2089,2114,910,516,1629,1785,1218,1671,692,1811,282
2090,526,1287,2039,1619,248,936,113,1654,911,2111
2091,382,1085,207,1783,955,337,1616,359,927,445
2092,1026,1397,1097,944,850,926,1077,616,1870,748
2093,1074,1401,29,1267,1222,1487,2015,1720,809,1698
2094,755,1370,1119,593,1454,1062,2024,458,142,342
2095,1370,1110,1730,1348,1989,216,195,1367,1429,1181
2096,395,367,1830,269,187,1516,2111,179,462,308
2097,439,1788,2012,591,401,942,1943,790,721,1393
2098,1209,1257,1217,206,1516,1296,201,308,580,835
2099,1625,1277,799,1462,1238,503,1611,1244,291,432
2100,1659,142,327,492,1434,22,777,1778,358,844
2101,1512,614,734,598,1258,416,686,708,642,1264
2102,832,573,498,1732,386,1723,320,113,1902,1636
2103,732,482,860,154,481,1743,1678,1841,1601,1846
2104,568,1475,1786,237,1400,522,2110,1838,1793,1257
2105,820,968,1234,253,1882,1043,1702,760,1163,1396
2106,1396,1212,1750,1946,395,1495,938,1240,51,453
2107,598,1300,1975,614,414,343,223,321,1345,627
2108,977,319,53,1920,2012,1758,2092,204,56,316
2109,1920,490,944,316,2073,1557,1575,672,2052,1911
2110,735,750,1589,1446,1008,1693,2045,1824,1199,343
2111,925,1160,758,554,878,1534,1672,1291,2088,805
2112,651,1619,732,1264,578,102,1463,1448,477,1180
2113,83,1737,1232,1970,198,746,867,414,1348,1432
2114,1656,1704,2003,286,1764,262,1686,1673,2121,1646
2115,1464,890,1619,1793,1257,1214,578,71,1357,1997
2116,1322,1491,400,682,1932,1208,2107,1637,514,96
2117,1820,655,1153,644,1927,231,1459,842,1326,847
2118,1283,765,927,647,1950,2034,1456,743,1992,1920
2119,324,2014,894,1880,149,1881,422,1928,322,747
2120,322,1544,129,1293,1078,277,1021,812,2093,1550
2121,784,1065,1081,1904,585,1772,1081,274,1761,1246
2122,898,1237,1358,1789,842,456,1156,1421,1729,1552
2123,1873,1604,1465,1447,1259,1191,25,2049,1131,1255
2124,1210,406,793,268,556,464,1710,2099,1693,492
2125,515,1611,43,792,1886,92,534,205,1658,1166
2126,133,476,388,1327,328,1861,657,1453,1619,1139
2127,278,583,1133,715,1399,944,1539,255,1083,509
2128,952,1218,2103,64,1650,541,724,547,184,757
2129,1206,1412,35,2046,1109,1226,484,1805,671,1484
2130,194,1893,430,971,310,740,1652,1122,2058,1624
2131,825,259,1513,518,1308,323,1358,756,1906,2042
2132,519,72,613,1442,1048,1547,781,463,518,869
2133,1953,2101,48,1846,1271,31,1696,851,236,10
2134,1606,1858,380,1131,1424,1370,1196,1337,1281,2073
2135,533,237,1716,737,984,1943,1553,1978,278,1572
2136,2001,1180,172,1942,405,472,769,1909,1458,389
2137,569,229,1912,1712,249,1415,1612,719,1833,306
2138,1904,1547,724,1467,275,1669,2113,717,454,269
